"Rank","Expected Points Added (EPA)","Offense","Defense","Week","Date","Quarter","Time","Down","Distance","Description","Yard Line (Distance from Off. EZ)","Box Scores"
"","-0.64","GB","CHI","6","2021-10-17","2","5:00","3","15","(5:00) (Shotgun) 12-Aa.Rodgers pass short right to 19-E.St. Brown for 15 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on GB-19-E.St. Brown, Offensive Pass Interference, 10 yards, enforced at CHI 15 - No Play.","15.00","Box Score"
"","-0.65","ARI","TEN","1","2021-09-12","1","11:02","2","9","(11:02) (Shotgun) PENALTY on ARI-86-D.Harris, False Start, 5 yards, enforced at TEN 9 - No Play.","9.00","Box Score"
"","-0.66","KC","LV","14","2021-12-12","3","10:31","2","5","(10:31) (Shotgun) 15-P.Mahomes pass short left to 10-T.Hill to LV 4 for 19 yards (24-J.Abram). PENALTY on KC-57-O.Brown, Ineligible Downfield Pass, 5 yards, enforced at LV 23 - No Play.","23.00","Box Score"
"","-0.66","BUF","NE","16","2021-12-26","3","10:21","1","10","(10:21) 17-J.Allen pass short right to 88-D.Knox for 12 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on BUF-75-D.Williams, Ineligible Downfield Pass, 5 yards, enforced at NE 12 - No Play.","12.00","Box Score"
"","-0.66","NYG","TB","11","2021-11-22","1","4:35","3","9","(4:35) (No Huddle, Shotgun) PENALTY on NYG-71-W.Hernandez, False Start, 5 yards, enforced at TB 14 - No Play.","14.00","Box Score"
"","-0.66","ARI","CHI","13","2021-12-05","1","1:47","3","4","(1:47) (Shotgun) PENALTY on ARI-86-Z.Ertz, False Start, 5 yards, enforced at CHI 4 - No Play.","4.00","Box Score"
"","-0.66","IND","HOU","13","2021-12-05","4","10:30","2","5","(10:30) (Shotgun) 2-C.Wentz sacked at HOU 5 for 0 yards (58-C.Kirksey). PENALTY on IND-79-E.Fisher, Illegal Formation, 5 yards, enforced at HOU 5 - No Play.","5.00","Box Score"
"","-0.67","LAC","PIT","11","2021-11-21","1","2:17","1","1","(2:17) 68-S.Kelemete reported in as eligible.  30-A.Ekeler left guard for 1 yard, TOUCHDOWN NULLIFIED by Penalty. PENALTY on LAC, Illegal Formation, 5 yards, enforced at PIT 1 - No Play.","1.00","Box Score"
"","-0.68","LA","SF","10","2021-11-15","2","1:35","2","6","(1:35) (No Huddle, Shotgun) PENALTY on LA-55-B.Allen, False Start, 5 yards, enforced at SF 15 - No Play.","15.00","Box Score"
"","-0.68","SF","LA","18","2022-01-09","4","7:55","2","9","(7:55) (Shotgun) PENALTY on SF-68-C.McKivitz, False Start, 5 yards, enforced at LA 17 - No Play.","17.00","Box Score"
"","-0.68","GB","CLE","16","2021-12-25","1","7:11","1","10","(7:11) (Shotgun) 12-A.Rodgers pass short left to 17-D.Adams pushed ob at CLE 3 for 13 yards (36-M.Stewart). PENALTY on GB-17-D.Adams, Illegal Shift, 5 yards, enforced at CLE 16 - No Play.","16.00","Box Score"
"","-0.68","DAL","NE","6","2021-10-17","2","7:48","1","10","(7:48) PENALTY on DAL-78-T.Steele, False Start, 5 yards, enforced at NE 11 - No Play.","11.00","Box Score"
"","-0.68","BAL","LA","17","2022-01-02","4","5:19","3","4","(5:19) (Shotgun) PENALTY on BAL, Delay of Game, 5 yards, enforced at LA 04 - No Play.","4.00","Box Score"
"","-0.68","DAL","KC","11","2021-11-21","4","15:00","1","10","(15:00) (Shotgun) PENALTY on DAL-63-T.Biadasz, False Start, 5 yards, enforced at KC 21 - No Play.","21.00","Box Score"
"","-0.69","CLE","GB","16","2021-12-25","3","3:02","1","10","(3:02) PENALTY on CLE-75-J.Bitonio, False Start, 5 yards, enforced at GB 13 - No Play.","13.00","Box Score"
"","-0.69","JAX","BUF","9","2021-11-07","3","5:49","4","7","(5:49) (Field Goal formation) PENALTY on JAX-62-K.McDermott, False Start, 5 yards, enforced at BUF 24 - No Play.","24.00","Box Score"
"","-0.70","TEN","NO","10","2021-11-14","2","3:02","2","5","(3:02) PENALTY on TEN, Delay of Game, 5 yards, enforced at NO 19 - No Play.","19.00","Box Score"
"","-0.70","HOU","SEA","14","2021-12-12","2","7:14","1","1","(7:14) 74-M.Scharping reported in as eligible.  28-R.Burkhead left tackle to SEA 1 for no gain (99-A.Woods). SEA-90-B.Mone was injured during the play. He is Out.  PENALTY on HOU, Illegal Formation, 4 yards, enforced at SEA 1 - No Play.","1.00","Box Score"
"","-0.71","IND","JAX","10","2021-11-14","2","2:05","2","6","(2:05) (Shotgun) PENALTY on IND-72-B.Smith, False Start, 5 yards, enforced at JAX 15 - No Play.","15.00","Box Score"
"","-0.71","BUF","WAS","3","2021-09-26","3","7:09","1","10","(7:09) (No Huddle, Shotgun) PENALTY on BUF-14-S.Diggs, False Start, 5 yards, enforced at WAS 18 - No Play.","18.00","Box Score"
"","-0.71","ARI","TEN","1","2021-09-12","1","8:30","1","1","(8:30) PENALTY on ARI-81-D.Daniels, False Start, 4 yards, enforced at TEN 1 - No Play.","1.00","Box Score"
"","-0.71","WAS","DEN","8","2021-10-31","2","14:15","3","6","(14:15) (Shotgun) PENALTY on WAS-77-S.Charles, False Start, 5 yards, enforced at DEN 22 - No Play.","22.00","Box Score"
"","-0.71","ATL","PHI","1","2021-09-12","1","0:15","1","2","(:15) 2-M.Ryan pass incomplete short right. PENALTY on ATL, Illegal Formation, 5 yards, enforced at PHI 2 - No Play.","2.00","Box Score"
"","-0.71","ARI","TEN","1","2021-09-12","1","10:34","2","14","(10:34) (Shotgun) 1-K.Murray left tackle pushed ob at TEN 6 for 8 yards (31-K.Byard). PENALTY on ARI-67-J.Pugh, Offensive Holding, 10 yards, enforced at TEN 14 - No Play.","14.00","Box Score"
"","-0.72","BUF","ATL","17","2022-01-02","1","4:31","1","4","(4:31) (Shotgun) 17-J.Allen pass incomplete short right to 88-D.Knox. PENALTY on BUF-79-S.Brown, Ineligible Downfield Pass, 5 yards, enforced at ATL 4 - No Play.","4.00","Box Score"
"","-0.72","CLE","CIN","9","2021-11-07","1","0:41","2","10","(:41) (Shotgun) PENALTY on CLE-71-J.Wills, False Start, 5 yards, enforced at CIN 13 - No Play.","13.00","Box Score"
"","-0.73","PHI","NO","11","2021-11-21","3","8:30","1","8","(8:30) (No Huddle, Shotgun) PENALTY on PHI-63-J.Driscoll, False Start, 5 yards, enforced at NO 8 - No Play.","8.00","Box Score"
"","-0.73","PHI","NYG","16","2021-12-26","3","9:07","2","9","(9:07) (Shotgun) PENALTY on PHI-68-J.Mailata, False Start, 5 yards, enforced at NYG 20 - No Play.","20.00","Box Score"
"","-0.73","ATL","PHI","1","2021-09-12","1","0:09","1","7","(:09) (Shotgun) PENALTY on ATL-67-D.Dalman, False Start, 5 yards, enforced at PHI 7 - No Play.","7.00","Box Score"
"","-0.73","DET","ATL","16","2021-12-26","3","5:17","1","10","(5:17) (Shotgun) PENALTY on DET-68-T.Decker, False Start, 5 yards, enforced at ATL 13 - No Play.","13.00","Box Score"
"","-0.73","JAX","IND","18","2022-01-09","4","8:38","1","10","(8:38) PENALTY on JAX, Offensive Too Many Men on Field, 5 yards, enforced at IND 20 - No Play.","20.00","Box Score"
"","-0.74","BAL","MIA","10","2021-11-11","1","10:24","3","4","(10:24) (Shotgun) PENALTY on BAL, Delay of Game, 5 yards, enforced at MIA 23 - No Play.","23.00","Box Score"
"","-0.75","BAL","IND","5","2021-10-11","3","7:32","3","3","(7:32) (Shotgun) PENALTY on BAL-65-P.Mekari, False Start, 6 yards, enforced at IND 12 - No Play.","12.00","Box Score"
"","-0.75","LV","BAL","1","2021-09-13","5","6:23","2","1","(6:23) PENALTY on LV-70-A.Leatherwood, False Start, 4 yards, enforced at BAL 1 - No Play.","1.00","Box Score"
"","-0.75","GB","PIT","4","2021-10-03","2","12:28","1","10","(12:28) (Shotgun) 12-Aa.Rodgers pass short left to 33-A.Jones pushed ob at PIT 17 for 6 yards (55-D.Bush). PENALTY on GB-81-J.Deguara, Illegal Block Above the Waist, 10 yards, enforced at PIT 17.","23.00","Box Score"
"","-0.75","DAL","PHI","3","2021-09-27","1","2:24","1","10","(2:24) (Shotgun) PENALTY on DAL-19-A.Cooper, False Start, 5 yards, enforced at PHI 20 - No Play.","20.00","Box Score"
"","-0.75","BAL","KC","2","2021-09-19","2","5:20","2","10","(5:20) (Shotgun) 34-T.Williams right tackle to KC 13 for 3 yards (91-D.Nnadi). PENALTY on BAL-78-A.Villanueva, Illegal Formation, 5 yards, enforced at KC 16 - No Play.","16.00","Box Score"
"","-0.75","KC","DEN","18","2022-01-08","4","2:03","3","3","(2:03) (Shotgun) PENALTY on KC-77-A.Wylie, False Start, 5 yards, enforced at DEN 12 - No Play.","12.00","Box Score"
"","-0.75","JAX","BUF","9","2021-11-07","3","0:30","1","10","(:30) PENALTY on JAX-11-M.Jones, False Start, 5 yards, enforced at BUF 20 - No Play.","20.00","Box Score"
"","-0.76","KC","BUF","5","2021-10-10","1","9:01","2","7","(9:01) (Shotgun) PENALTY on KC-57-O.Brown, False Start, 5 yards, enforced at BUF 14 - No Play.","14.00","Box Score"
"","-0.76","ARI","CLE","6","2021-10-17","1","0:11","1","3","(:11) (Shotgun) PENALTY on ARI-67-J.Pugh, False Start, 5 yards, enforced at CLE 3 - No Play.","3.00","Box Score"
"","-0.77","NYJ","CIN","8","2021-10-31","1","9:08","1","10","(9:08) (Shotgun) PENALTY on NYJ-11-D.Mims, False Start, 5 yards, enforced at CIN 14 - No Play.","14.00","Box Score"
"","-0.77","LA","ARI","14","2021-12-13","4","11:15","1","10","(11:15) PENALTY on LA, Delay of Game, 5 yards, enforced at ARI 24 - No Play.","24.00","Box Score"
"","-0.77","JAX","DEN","2","2021-09-19","1","9:51","3","8","(9:51) (Shotgun) PENALTY on JAX-10-L.Shenault, False Start, 5 yards, enforced at DEN 20 - No Play.","20.00","Box Score"
"","-0.77","PHI","KC","4","2021-10-03","3","8:34","1","7","(8:34) (Shotgun) PENALTY on PHI, Delay of Game, 5 yards, enforced at KC 7 - No Play.","7.00","Box Score"
"","-0.77","DAL","MIN","8","2021-10-31","1","7:18","1","10","(7:18) PENALTY on DAL-78-T.Steele, False Start, 5 yards, enforced at MIN 22 - No Play.","22.00","Box Score"
"","-0.78","ATL","SF","15","2021-12-19","2","4:29","1","10","(4:29) PENALTY on ATL-77-J.Mayfield, False Start, 5 yards, enforced at SF 15 - No Play.","15.00","Box Score"
"","-0.78","ATL","CAR","14","2021-12-12","3","7:04","3","3","(7:04) (Shotgun) PENALTY on ATL-61-M.Hennessy, False Start, 5 yards, enforced at CAR 15 - No Play.","15.00","Box Score"
"","-0.78","PHI","ATL","1","2021-09-12","1","7:49","1","10","(7:49) (Shotgun) PENALTY on PHI, Delay of Game, 5 yards, enforced at ATL 24 - No Play.","24.00","Box Score"
"","-0.78","KC","CLE","1","2021-09-12","3","0:53","3","10","(:53) (Shotgun) PENALTY on KC-67-L.Niang, False Start, 5 yards, enforced at CLE 20 - No Play.","20.00","Box Score"
"","-0.79","CHI","ARI","13","2021-12-05","3","6:21","2","7","(6:21) 14-A.Dalton pass incomplete short right to 85-C.Kmet (34-J.Thompson) [94-Z.Allen]. PENALTY on CHI-75-L.Borom, Ineligible Downfield Pass, 5 yards, enforced at ARI 23 - No Play.","23.00","Box Score"
"","-0.79","LA","ARI","4","2021-10-03","2","4:57","1","10","(4:57) (Shotgun) PENALTY on LA, Delay of Game, 5 yards, enforced at ARI 23 - No Play.","23.00","Box Score"
"","-0.79","BUF","NE","16","2021-12-26","3","10:15","1","15","(10:15) 20-Z.Moss right end to NE 12 for 5 yards (21-A.Phillips). BUF-79-S.Brown was injured during the play.  PENALTY on BUF-88-D.Knox, Offensive Holding, 10 yards, enforced at NE 17 - No Play.","17.00","Box Score"
"","-0.79","DAL","ATL","10","2021-11-14","3","2:34","1","10","(2:34) (Shotgun) Direct snap to 1-C.Wilson.  21-E.Elliott pass short middle to 20-T.Pollard pushed ob at ATL 1 for 11 yards (45-D.Jones). PENALTY on DAL-85-N.Brown, Offensive Holding, 10 yards, enforced at ATL 8.","12.00","Box Score"
"","-0.80","NO","TB","8","2021-10-31","2","4:52","1","10","(4:52) (Shotgun) PENALTY on NO-78-E.McCoy, False Start, 5 yards, enforced at TB 24 - No Play.","24.00","Box Score"
"","-0.80","LAC","DAL","2","2021-09-19","4","5:42","1","2","(5:42) (Shotgun) 10-J.Herbert pass short left to 87-J.Cook for 2 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on LAC, Illegal Shift, 5 yards, enforced at DAL 2 - No Play. Penalty on LAC-87-J.Cook, Unsportsmanlike Conduct, declined.","2.00","Box Score"
"","-0.80","HOU","NE","5","2021-10-10","2","1:56","1","2","(1:56) (Shotgun) PENALTY on HOU-71-T.Howard, False Start, 5 yards, enforced at NE 2 - No Play.","2.00","Box Score"
"","-0.80","SF","CHI","8","2021-10-31","3","7:06","1","1","(7:06) PENALTY on SF-75-L.Tomlinson, False Start, 5 yards, enforced at CHI 1 - No Play.","1.00","Box Score"
"","-0.80","IND","LA","2","2021-09-19","3","5:05","1","3","(5:05) 28-J.Taylor left guard to LA 4 for -1 yards (99-A.Donald, 54-L.Floyd). PENALTY on IND-14-Z.Pascal, Taunting, 15 yards, enforced at LA 4. PENALTY on LA-41-K.Young, Disqualification, 10 yards, enforced between downs.","3.00","Box Score"
"","-0.80","MIA","NYJ","11","2021-11-21","4","11:11","1","2","(11:11) (Shotgun) PENALTY on MIA-73-A.Jackson, False Start, 5 yards, enforced at NYJ 2 - No Play.","2.00","Box Score"
"","-0.81","TEN","HOU","18","2022-01-09","2","9:12","1","1","(9:12) 62-A.Brewer reported in as eligible.  7-D.Foreman right tackle for 1 yard, TOUCHDOWN NULLIFIED by Penalty. PENALTY on TEN-98-J.Simmons, Illegal Substitution, 5 yards, enforced at HOU 1 - No Play.","1.00","Box Score"
"","-0.81","DEN","PHI","10","2021-11-14","3","6:42","3","2","(6:42) (Shotgun) 33-J.Williams right tackle for 20 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on DEN-82-E.Saubert, Offensive Holding, 10 yards, enforced at PHI 15.","20.00","Box Score"
"","-0.81","PIT","DEN","5","2021-10-10","2","3:35","2","10","(3:35) (Shotgun) PENALTY on PIT-76-C.Okorafor, False Start, 5 yards, enforced at DEN 13 - No Play.","13.00","Box Score"
"","-0.82","CLE","MIN","4","2021-10-03","2","3:58","3","3","(3:58) (Shotgun) PENALTY on CLE-71-J.Wills, False Start, 5 yards, enforced at MIN 24 - No Play.","24.00","Box Score"
"","-0.83","NYG","PHI","12","2021-11-28","4","3:05","3","2","(3:05) (Shotgun) PENALTY on NYG-67-M.Skura, False Start, 5 yards, enforced at PHI 16 - No Play.","16.00","Box Score"
"","-0.83","DEN","PIT","5","2021-10-10","2","8:08","1","2","(8:08) PENALTY on DEN-33-J.Williams, Delay of Game, 5 yards, enforced at PIT 2 - No Play.","2.00","Box Score"
"","-0.83","GB","WAS","7","2021-10-24","4","12:00","3","10","(12:00) (Shotgun) 12-Aa.Rodgers pass short left to 17-D.Adams to WAS 5 for 6 yards (29-K.Fuller). PENALTY on GB-77-B.Turner, Illegal Use of Hands, 10 yards, enforced at WAS 11 - No Play.","11.00","Box Score"
"","-0.84","PIT","BAL","18","2022-01-09","4","3:44","1","4","(3:44) PENALTY on PIT-76-C.Okorafor, False Start, 5 yards, enforced at BAL 4 - No Play.","4.00","Box Score"
"","-0.84","MIA","NYJ","15","2021-12-19","2","3:53","2","5","(3:53) (No Huddle, Shotgun) PENALTY on MIA-77-J.Davis, False Start, 4 yards, enforced at NYJ 18 - No Play.","18.00","Box Score"
"","-0.84","PIT","BAL","18","2022-01-09","1","6:21","4","1","(6:21) (Run formation) PENALTY on PIT-24-B.Snell, False Start, 5 yards, enforced at BAL 5 - No Play.","5.00","Box Score"
"","-0.84","DEN","NYJ","3","2021-09-26","4","1:51","3","2","(1:51) PENALTY on DEN-5-T.Bridgewater, False Start, 6 yards, enforced at NYJ 10 - No Play.","10.00","Box Score"
"","-0.85","MIA","NYJ","11","2021-11-21","4","2:00","4","1","(2:00) (Run formation) PENALTY on MIA, Delay of Game, 4 yards, enforced at NYJ 2 - No Play.","2.00","Box Score"
"","-0.86","PIT","TEN","15","2021-12-19","2","12:17","1","10","(12:17) (No Huddle) PENALTY on PIT-76-C.Okorafor, False Start, 5 yards, enforced at TEN 24 - No Play.","24.00","Box Score"
"","-0.86","LA","TEN","9","2021-11-07","4","0:37","3","2","(:37) (Shotgun) PENALTY on LA-79-R.Havenstein, False Start, 5 yards, enforced at TEN 2 - No Play.","2.00","Box Score"
"","-0.86","NYG","PHI","16","2021-12-26","4","4:32","2","10","(4:32) (Shotgun) 2-M.Glennon pass incomplete short left to 89-K.Toney. PENALTY on NYG-28-D.Booker, Illegal Shift, 5 yards, enforced at PHI 14 - No Play.","14.00","Box Score"
"","-0.87","KC","CLE","1","2021-09-12","3","7:47","2","3","(7:47) (Shotgun) PENALTY on KC-10-T.Hill, False Start, 5 yards, enforced at CLE 6 - No Play.","6.00","Box Score"
"","-0.88","DET","SEA","17","2022-01-02","3","10:34","3","2","(10:34) 65-P.Ehinger and 67-M.Nelson reported in as eligible.  PENALTY on DET-65-P.Ehinger, False Start, 5 yards, enforced at SEA 2 - No Play.","2.00","Box Score"
"","-0.89","NYJ","CIN","8","2021-10-31","4","4:43","2","2","(4:43) (Shotgun) PENALTY on NYJ-75-A.Vera-Tucker, False Start, 5 yards, enforced at CIN 14 - No Play.","14.00","Box Score"
"","-0.89","DEN","NYJ","3","2021-09-26","2","1:19","2","4","(1:19) (Shotgun) 25-M.Gordon right guard to NYJ 1 for 13 yards (30-M.Carter II; 33-A.Colbert). PENALTY on DEN-61-G.Glasgow, Offensive Holding, 10 yards, enforced at NYJ 10.","14.00","Box Score"
"","-0.89","NO","NYG","4","2021-10-03","4","15:00","2","1","(15:00) 64-W.Clapp reported in as eligible.  PENALTY on NO-45-G.Griffin, False Start, 5 yards, enforced at NYG 18 - No Play.","18.00","Box Score"
"","-0.89","CAR","NYG","7","2021-10-24","2","3:37","2","14","(3:37) 14-S.Darnold pass incomplete short right. PENALTY on CAR-72-T.Moton, Offensive Holding, 10 yards, enforced at NYG 15 - No Play.","15.00","Box Score"
"","-0.90","NE","IND","15","2021-12-18","4","9:08","3","2","(9:08) 71-M.Onwenu reported in as eligible.  PENALTY on NE-71-M.Onwenu, False Start, 5 yards, enforced at IND 2 - No Play.","2.00","Box Score"
"","-0.90","NE","IND","15","2021-12-18","2","2:00","2","1","(2:00) PENALTY on NE-81-J.Smith, False Start, 5 yards, enforced at IND 13 - No Play.","13.00","Box Score"
"","-0.90","JAX","SF","11","2021-11-21","2","3:17","1","10","(3:17) (Shotgun) PENALTY on JAX-85-D.Arnold, False Start, 5 yards, enforced at SF 16 - No Play.","16.00","Box Score"
"","-0.90","NO","PHI","11","2021-11-21","2","13:17","3","8","(13:17) (Shotgun) 15-T.Siemian pass short right to 84-L.Humphrey for 8 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on NO-67-L.Young, Offensive Holding, 10 yards, enforced at PHI 8 - No Play.","8.00","Box Score"
"","-0.91","CHI","GB","14","2021-12-12","1","5:26","2","3","(5:26) PENALTY on CHI-76-T.Jenkins, False Start, 5 yards, enforced at GB 3 - No Play.","3.00","Box Score"
"","-0.91","LV","PIT","2","2021-09-19","2","0:22","2","2","(:22) (Shotgun) PENALTY on LV-74-K.Miller, False Start, 5 yards, enforced at PIT 2 - No Play.","2.00","Box Score"
"","-0.92","KC","TEN","7","2021-10-24","3","11:42","2","2","(11:42) (Shotgun) 31-Da.Williams right end to TEN 8 for 9 yards (31-K.Byard, 24-E.Molden). PENALTY on KC-65-T.Smith, Offensive Holding, 10 yards, enforced at TEN 14.","17.00","Box Score"
"","-0.93","PHI","SF","2","2021-09-19","2","6:27","1","6","(6:27) (Shotgun) PENALTY on PHI-56-I.Seumalo, False Start, 5 yards, enforced at SF 6 - No Play.","6.00","Box Score"
"","-0.93","LAC","KC","3","2021-09-26","4","4:04","1","6","(4:04) PENALTY on LAC-79-T.Pipkins, False Start, 5 yards, enforced at KC 6 - No Play.","6.00","Box Score"
"","-0.94","SF","SEA","4","2021-10-03","4","2:23","4","1","(2:23) (No Huddle, Shotgun) 5-T.Lance right tackle to SEA 16 for 7 yards (28-U.Amadi). PENALTY on SF, Illegal Shift, 5 yards, enforced at SEA 23 - No Play.","23.00","Box Score"
"","-0.95","ARI","SEA","18","2022-01-09","4","1:24","3","8","(1:24) (Shotgun) 1-K.Murray pass incomplete short middle to 86-Z.Ertz. PENALTY on ARI-86-Z.Ertz, Offensive Pass Interference, 10 yards, enforced at SEA 8 - No Play.","8.00","Box Score"
"","-0.95","PHI","NYG","12","2021-11-28","2","0:53","1","10","(:53) (Shotgun) 35-B.Scott right end for 21 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on PHI-67-N.Herbig, Offensive Holding, 10 yards, enforced at NYG 19. Officially, a rush for 2 yards.","21.00","Box Score"
"","-0.95","KC","CLE","1","2021-09-12","1","3:20","3","6","(3:20) (Shotgun) 15-P.Mahomes pass short right to 87-T.Kelce to CLE 2 for 12 yards (56-M.Smith). PENALTY on KC-62-J.Thuney, Offensive Holding, 10 yards, enforced at CLE 14 - No Play.","14.00","Box Score"
"","-0.95","BAL","CHI","11","2021-11-21","4","0:35","3","2","(:35) (No Huddle, Shotgun) 2-T.Huntley pass incomplete short right to 13-D.Duvernay. PENALTY on BAL-78-A.Villanueva, Offensive Holding, 10 yards, enforced at CHI 22 - No Play.","22.00","Box Score"
"","-0.97","LV","IND","17","2022-01-02","2","1:55","3","1","(1:55) (Shotgun) PENALTY on LV-70-A.Leatherwood, False Start, 5 yards, enforced at IND 10 - No Play.","10.00","Box Score"
"","-0.98","GB","SF","3","2021-09-26","2","1:11","1","4","(1:11) PENALTY on GB, Delay of Game, 5 yards, enforced at SF 4 - No Play.","4.00","Box Score"
"","-0.98","MIA","BAL","10","2021-11-11","4","2:37","2","4","(2:37) (Shotgun) PENALTY on MIA-68-R.Hunt, False Start, 5 yards, enforced at BAL 5 - No Play.","5.00","Box Score"
"","-0.99","LAC","NYG","14","2021-12-12","2","4:19","4","1","(4:19) (Run formation) PENALTY on LAC-71-M.Feiler, False Start, 4 yards, enforced at NYG 5 - No Play.","5.00","Box Score"
"","-0.99","LV","PHI","7","2021-10-24","1","5:44","2","11","(5:44) (Shotgun) 4-D.Carr pass short right to 28-J.Jacobs to PHI 10 for 5 yards (49-A.Singleton). PENALTY on LV-75-B.Parker, Offensive Holding, 10 yards, enforced at PHI 15 - No Play.","15.00","Box Score"
"","-1.01","IND","ARI","16","2021-12-25","2","0:21","2","15","(:21) (Shotgun) 2-C.Wentz pass short right to 81-M.Alie-Cox to ARI 11 for 7 yards (3-B.Baker). PENALTY on IND-11-M.Pittman, Offensive Pass Interference, 10 yards, enforced at ARI 18 - No Play.","18.00","Box Score"
"","-1.01","TEN","PIT","15","2021-12-19","2","1:14","2","4","(1:14) (Shotgun) PENALTY on TEN-62-A.Brewer, False Start, 5 yards, enforced at PIT 4 - No Play.","4.00","Box Score"
"","-1.01","DEN","DET","14","2021-12-12","3","12:53","1","10","(12:53) 25-M.Gordon left tackle to DET 9 for 5 yards (51-J.Woods). PENALTY on DEN-85-A.Okwuegbunam, Offensive Holding, 10 yards, enforced at DET 14 - No Play.","14.00","Box Score"
"","-1.01","ARI","TEN","1","2021-09-12","1","12:55","1","10","(12:55) (No Huddle, Shotgun) 1-K.Murray right end pushed ob at TEN 13 for 10 yards (37-A.Hooker). PENALTY on ARI-4-R.Moore, Offensive Holding, 10 yards, enforced at TEN 21.","23.00","Box Score"
"","-1.02","PHI","NO","11","2021-11-21","1","2:58","2","1","(2:58) (Shotgun) PENALTY on PHI-88-D.Goedert, False Start, 5 yards, enforced at NO 1 - No Play.","1.00","Box Score"
"","-1.02","NYJ","NO","14","2021-12-12","2","0:31","1","10","(:31) (Shotgun) 2-Z.Wilson pass incomplete deep right to 82-J.Crowder (22-C.Gardner-Johnson). PENALTY on NYJ-11-D.Mims, Illegal Use of Hands, 10 yards, enforced at NO 24 - No Play.","24.00","Box Score"
"","-1.02","SF","MIN","12","2021-11-28","3","12:53","1","8","(12:53) 25-E.Mitchell right end to MIN 4 for 4 yards (21-B.Breeland, 98-D.Wonnum). PENALTY on SF-75-L.Tomlinson, Offensive Holding, 10 yards, enforced at MIN 6. E.Mitchell credited with 2-yd rush.","8.00","Box Score"
"","-1.02","NO","NYG","4","2021-10-03","2","0:37","3","1","(:37) T.Hill at quarterback. (Shotgun) 64-W.Clapp reported in as eligible.  7-T.Hill right end to NYG 3 for 7 yards (24-J.Bradberry; 23-L.Ryan). PENALTY on NO, Illegal Formation, 5 yards, enforced at NYG 10 - No Play.","10.00","Box Score"
"","-1.04","HOU","LAC","16","2021-12-26","1","6:40","2","6","(6:40) 26-R.Freeman up the middle for 18 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on HOU-79-J.Morrissey, Offensive Holding, 10 yards, enforced at LAC 15.","18.00","Box Score"
"","-1.04","IND","JAX","10","2021-11-14","4","2:43","2","9","(2:43) 28-J.Taylor up the middle to JAX 14 for 7 yards (32-T.Campbell). PENALTY on IND-79-E.Fisher, Offensive Holding, 10 yards, enforced at JAX 21 - No Play.","21.00","Box Score"
"","-1.04","TEN","NO","10","2021-11-14","2","1:50","2","3","(1:50) PENALTY on TEN-86-A.Firkser, False Start, 5 yards, enforced at NO 3 - No Play.","3.00","Box Score"
"","-1.05","IND","BAL","5","2021-10-11","1","4:58","1","10","(4:58) (Shotgun) 2-C.Wentz pass short right to 28-J.Taylor to BAL 17 for 2 yards (49-C.Board, 98-B.Williams). PENALTY on IND-11-M.Pittman, Offensive Pass Interference, 10 yards, enforced at BAL 19 - No Play.","19.00","Box Score"
"","-1.06","LV","BAL","1","2021-09-13","1","11:21","1","10","(11:21) 28-J.Jacobs right tackle to BAL 13 for 8 yards (32-D.Elliott). LV-71-D.Good was injured during the play. His return is Questionable.  PENALTY on LV-68-A.James, Offensive Holding, 10 yards, enforced at BAL 18.","21.00","Box Score"
"","-1.06","MIN","DET","13","2021-12-05","3","10:45","1","10","(10:45) (No Huddle, Shotgun) 26-K.Nwangwu up the middle to DET 7 for 5 yards (55-D.Barnes). PENALTY on MIN-83-T.Conklin, Offensive Holding, 10 yards, enforced at DET 12 - No Play.","12.00","Box Score"
"","-1.06","MIN","CHI","18","2022-01-09","2","0:13","1","10","(:13) (Shotgun) 8-K.Cousins pass short left to 17-K.Osborn to CHI 5 for 6 yards (23-M.Christian). PENALTY on MIN-74-O.Udoh, Offensive Holding, 10 yards, enforced at CHI 11 - No Play.","11.00","Box Score"
"","-1.06","NE","MIA","1","2021-09-12","2","12:09","2","10","(12:09) 37-D.Harris left tackle to MIA 1 for 13 yards (55-J.Baker, 21-E.Rowe). PENALTY on NE-76-I.Wynn, Offensive Holding, 10 yards, enforced at MIA 14 - No Play.","14.00","Box Score"
"","-1.06","MIN","CLE","4","2021-10-03","1","8:17","1","8","(8:17) 8-K.Cousins scrambles up the middle to CLE 7 for 1 yard. 8-K.Cousins pass short right to 18-J.Jefferson for 7 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on MIN-8-K.Cousins, Illegal Forward Pass, 5 yards, enforced at CLE 7.","8.00","Box Score"
"","-1.07","IND","JAX","18","2022-01-09","4","5:21","1","10","(5:21) (No Huddle, Shotgun) 2-C.Wentz scrambles left end pushed ob at JAX 1 for 10 yards (54-D.Wilson). PENALTY on IND-78-R.Kelly, Offensive Holding, 10 yards, enforced at JAX 11 - No Play.","11.00","Box Score"
